codon	cat	obs	ansum	anmax
ctA/ctG	1.4000e+01	41	10093570	251474
ctA/ctG	1.5000e+01	27	6586930	251456
ctA/ctG	1.6000e+01	51	12668376	251462
ctA/ctG	1.7000e+01	77	18959162	251478
ctA/ctT	0.0000e+00	1267	311610958	251496
ctA/ctT	1.0000e+00	365	89350972	251496
ctA/ctT	2.0000e+00	141	34598050	251488
ctA/ctT	3.0000e+00	72	17827188	251482
ctA/ctT	4.0000e+00	38	9306468	251496
ctA/ctT	5.0000e+00	34	8395758	251486
ctA/ctT	6.0000e+00	12	2941254	251484
ctA/ctT	7.0000e+00	9	2202224	251248
ctA/ctT	8.0000e+00	11	2714220	251454
ctA/ctT	9.0000e+00	8	1989444	251410
ctA/ctT	1.0000e+01	2	495016	248694
ctA/ctT	1.1000e+01	4	952558	251140
ctA/ctT	1.2000e+01	1	251126	251126
ctA/ctT	1.4000e+01	1	251334	251334
ctA/ctT	1.5000e+01	5	1220156	251282
ctA/ctT	1.6000e+01	3	739172	249882
ctA/ctT	1.7000e+01	4	994276	250830
ctC/ctA	0.0000e+00	4279	1051759859	251496
ctC/ctA	1.0000e+00	1514	371579874	251496
ctC/ctA	2.0000e+00	585	143820746	251494
ctC/ctA	3.0000e+00	312	76576839	251494
ctC/ctA	4.0000e+00	142	34852876	251492
ctC/ctA	5.0000e+00	109	26508202	251490
ctC/ctA	6.0000e+00	71	17515638	251490
ctC/ctA	7.0000e+00	47	11501899	251486
ctC/ctA	8.0000e+00	34	8164538	251464
ctC/ctA	9.0000e+00	27	6467898	251480
ctC/ctA	1.0000e+01	16	3899858	251482
ctC/ctA	1.1000e+01	8	1933691	251486
ctC/ctA	1.2000e+01	8	1917394	251472
ctC/ctA	1.3000e+01	5	1250486	251488
ctC/ctA	1.4000e+01	8	1919627	251008
ctC/ctA	1.5000e+01	8	1943642	251346
ctC/ctA	1.6000e+01	7	1729198	250862
ctC/ctA	1.7000e+01	6	1487508	251010
ctC/ctG	0.0000e+00	10018	2464586104	251496
ctC/ctG	1.0000e+00	3806	936045613	251496
ctC/ctG	2.0000e+00	1638	402477245	251496
ctC/ctG	3.0000e+00	798	195825857	251496
ctC/ctG	4.0000e+00	444	109020479	251494
ctC/ctG	5.0000e+00	258	63258700	251494
ctC/ctG	6.0000e+00	153	37498199	251490
ctC/ctG	7.0000e+00	124	30520245	251494
ctC/ctG	8.0000e+00	84	20586288	251494
ctC/ctG	9.0000e+00	84	20632791	251494
ctC/ctG	1.0000e+01	44	10716216	251486
ctC/ctG	1.1000e+01	26	6362416	251490
ctC/ctG	1.2000e+01	40	9705689	251470
ctC/ctG	1.3000e+01	22	5441774	251422
ctC/ctG	1.4000e+01	18	4370770	251464
ctC/ctG	1.5000e+01	26	6353221	251446
ctC/ctG	1.6000e+01	36	8862432	251462
ctC/ctG	1.7000e+01	32	7919022	251470
ctC/ctT	0.0000e+00	19999	4913402371	251496
ctC/ctT	1.0000e+00	10781	2647488110	251496
ctC/ctT	2.0000e+00	6076	1493412829	251496
ctC/ctT	3.0000e+00	3347	823961071	251496
ctC/ctT	4.0000e+00	1839	452749542	251496
ctC/ctT	5.0000e+00	1008	249017450	251496
ctC/ctT	6.0000e+00	674	165582964	251496
ctC/ctT	7.0000e+00	463	113446629	251494
ctC/ctT	8.0000e+00	339	83296584	251494
ctC/ctT	9.0000e+00	290	71361857	251496
ctC/ctT	1.0000e+01	149	36741045	251496
ctC/ctT	1.1000e+01	115	28246524	251494
ctC/ctT	1.2000e+01	66	16126333	251490
ctC/ctT	1.3000e+01	66	16224765	251482
ctC/ctT	1.4000e+01	57	13895692	251492
ctC/ctT	1.5000e+01	69	16900764	251454
ctC/ctT	1.6000e+01	53	13121126	251424
ctC/ctT	1.7000e+01	28	6994942	251488
ctG/ctA	0.0000e+00	31800	7810463875	251496
ctG/ctA	1.0000e+00	12255	3005296703	251496
ctG/ctA	2.0000e+00	5313	1303545715	251496
ctG/ctA	3.0000e+00	2498	614077106	251496
ctG/ctA	4.0000e+00	1413	347196917	251496
ctG/ctA	5.0000e+00	812	198806300	251496
ctG/ctA	6.0000e+00	590	144987336	251496
ctG/ctA	7.0000e+00	392	96057368	251494
ctG/ctA	8.0000e+00	305	74738695	251496
ctG/ctA	9.0000e+00	242	59324785	251492
ctG/ctA	1.0000e+01	165	40679904	251486
ctG/ctA	1.1000e+01	100	24482387	251490
ctG/ctA	1.2000e+01	64	15662796	251488
ctG/ctA	1.3000e+01	47	11468046	251478
ctG/ctA	1.4000e+01	72	17660927	251480
ctG/ctA	1.5000e+01	75	18389481	251480
ctG/ctA	1.6000e+01	61	15018367	251454
ctG/ctA	1.7000e+01	30	7431040	251470
ctG/ctC	0.0000e+00	12281	3017212439	251496
ctG/ctC	1.0000e+00	4110	1009184877	251496
ctG/ctC	2.0000e+00	1719	421319267	251496
ctG/ctC	3.0000e+00	832	204501654	251496
ctG/ctC	4.0000e+00	512	126095896	251496
ctG/ctC	5.0000e+00	271	66212458	251492
ctG/ctC	6.0000e+00	170	41775795	251496
ctG/ctC	7.0000e+00	138	33866745	251494
ctG/ctC	8.0000e+00	103	25069666	251470
ctG/ctC	9.0000e+00	70	17208631	251496
ctG/ctC	1.0000e+01	55	13663022	251458
ctG/ctC	1.1000e+01	32	7818218	251494
ctG/ctC	1.2000e+01	26	6291958	251442
ctG/ctC	1.3000e+01	23	5674312	251448
ctG/ctC	1.4000e+01	27	6632233	251474
ctG/ctC	1.5000e+01	28	6885004	251450
ctG/ctC	1.6000e+01	28	6893365	251436
ctG/ctC	1.7000e+01	29	7003536	251428
ctG/ctT	0.0000e+00	9645	2367676450	251496
ctG/ctT	1.0000e+00	3431	841064099	251496
ctG/ctT	2.0000e+00	1433	351664856	251496
ctG/ctT	3.0000e+00	701	171445626	251496
ctG/ctT	4.0000e+00	413	101429031	251494
ctG/ctT	5.0000e+00	208	50881589	251486
ctG/ctT	6.0000e+00	150	36843312	251492
ctG/ctT	7.0000e+00	102	24903536	251490
ctG/ctT	8.0000e+00	76	18644884	251486
ctG/ctT	9.0000e+00	52	12527958	251476
ctG/ctT	1.0000e+01	46	11348231	251484
ctG/ctT	1.1000e+01	23	5629592	251472
ctG/ctT	1.2000e+01	15	3616110	251428
ctG/ctT	1.3000e+01	21	5191012	251486
ctG/ctT	1.4000e+01	9	2179078	251362
ctG/ctT	1.5000e+01	20	4905452	251438
ctG/ctT	1.6000e+01	19	4701032	251354
ctG/ctT	1.7000e+01	9	2249412	251400
ctT/ctA	0.0000e+00	1565	385160977	251496
ctT/ctA	1.0000e+00	452	111705132	251496
ctT/ctA	2.0000e+00	193	47389523	251492
ctT/ctA	3.0000e+00	97	24015107	251494
ctT/ctA	4.0000e+00	56	13621343	251484
ctT/ctA	5.0000e+00	43	10395865	251494
ctT/ctA	6.0000e+00	23	5641288	251494
ctT/ctA	7.0000e+00	15	3632392	251490
ctT/ctA	8.0000e+00	11	2683662	251400
ctT/ctA	9.0000e+00	12	2860908	251280
ctT/ctA	1.0000e+01	5	1242170	251428
ctT/ctA	1.1000e+01	4	1001192	251136
ctT/ctA	1.2000e+01	1	250368	250368
ctT/ctA	1.3000e+01	2	477818	251338
ctT/ctA	1.4000e+01	2	500922	250742
ctT/ctA	1.5000e+01	3	736456	251174
ctT/ctA	1.6000e+01	3	747146	250778
ctT/ctA	1.7000e+01	1	222630	222630
ctT/ctC	0.0000e+00	5775	1422833436	251496
ctT/ctC	1.0000e+00	1984	489090271	251496
ctT/ctC	2.0000e+00	845	207983264	251494
ctT/ctC	3.0000e+00	413	101680432	251494
ctT/ctC	4.0000e+00	250	61746841	251496
ctT/ctC	5.0000e+00	156	38309338	251496
ctT/ctC	6.0000e+00	105	25787483	251492
ctT/ctC	7.0000e+00	83	20445762	251494
ctT/ctC	8.0000e+00	57	13855613	251496
ctT/ctC	9.0000e+00	41	10012086	251494
ctT/ctC	1.0000e+01	41	10087386	251486
ctT/ctC	1.1000e+01	17	4146000	251482
ctT/ctC	1.2000e+01	18	4344948	251472
ctT/ctC	1.3000e+01	14	3334083	251484
ctT/ctC	1.4000e+01	21	5139717	251460
ctT/ctC	1.5000e+01	28	6893480	251456
ctT/ctC	1.6000e+01	34	8312195	251424
ctT/ctC	1.7000e+01	44	10893694	251480
ctT/ctG	0.0000e+00	3195	787362207	251496
ctT/ctG	1.0000e+00	1008	248498353	251496
ctT/ctG	2.0000e+00	415	102491759	251492
ctT/ctG	3.0000e+00	233	57324411	251492
ctT/ctG	4.0000e+00	123	30100282	251496
ctT/ctG	5.0000e+00	72	17738639	251490
ctT/ctG	6.0000e+00	54	13265666	251484
ctT/ctG	7.0000e+00	31	7663348	251392
ctT/ctG	8.0000e+00	27	6677738	251484
ctT/ctG	9.0000e+00	19	4642278	251466
ctT/ctG	1.0000e+01	18	4440548	251466
ctT/ctG	1.1000e+01	13	3170716	251422
ctT/ctG	1.2000e+01	3	751190	251214
ctT/ctG	1.3000e+01	3	731144	251466
ctT/ctG	1.4000e+01	6	1449924	251026
ctT/ctG	1.5000e+01	5	1224038	251422
ctT/ctG	1.6000e+01	12	2933654	251414
ctT/ctG	1.7000e+01	12	2984892	251434
gaA/gaG	0.0000e+00	17970	4421017829	251496
gaA/gaG	1.0000e+00	6468	1589681375	251496
gaA/gaG	2.0000e+00	2740	673482649	251496
gaA/gaG	3.0000e+00	1336	328856257	251496
gaA/gaG	4.0000e+00	747	183210932	251496
gaA/gaG	5.0000e+00	453	110920597	251496
gaA/gaG	6.0000e+00	318	78091309	251494
gaA/gaG	7.0000e+00	224	54969375	251496
gaA/gaG	8.0000e+00	166	40898758	251496
gaA/gaG	9.0000e+00	132	32477096	251494
gaA/gaG	1.0000e+01	87	21164215	251488
gaA/gaG	1.1000e+01	53	13126452	251494
gaA/gaG	1.2000e+01	48	11870028	251478
gaA/gaG	1.3000e+01	38	9397690	251480
gaA/gaG	1.4000e+01	48	11932024	251474
gaA/gaG	1.5000e+01	37	9074519	251482
gaA/gaG	1.6000e+01	72	17459489	251484
gaA/gaG	1.7000e+01	83	20439874	251476
gaC/gaT	0.0000e+00	23467	5763130313	251496
gaC/gaT	1.0000e+00	13041	3197535127	251496
gaC/gaT	2.0000e+00	9551	2346764733	251496
gaC/gaT	3.0000e+00	6842	1683535910	251496
gaC/gaT	4.0000e+00	3947	972924714	251496
gaC/gaT	5.0000e+00	2136	526515482	251496
gaC/gaT	6.0000e+00	1274	313197721	251496
gaC/gaT	7.0000e+00	949	233368644	251496
gaC/gaT	8.0000e+00	673	165534505	251496
gaC/gaT	9.0000e+00	503	123673506	251494
gaC/gaT	1.0000e+01	315	77828679	251494
gaC/gaT	1.1000e+01	196	48111814	251494
gaC/gaT	1.2000e+01	134	33110112	251496
gaC/gaT	1.3000e+01	123	30249274	251488
gaC/gaT	1.4000e+01	125	30556839	251478
gaC/gaT	1.5000e+01	150	36824918	251492
gaC/gaT	1.6000e+01	138	34046613	251482
gaC/gaT	1.7000e+01	82	20409000	251484
gaG/gaA	0.0000e+00	37647	9236330955	251496
gaG/gaA	1.0000e+00	15157	3720243651	251496
gaG/gaA	2.0000e+00	6583	1614203535	251496
gaG/gaA	3.0000e+00	3283	805306939	251496
gaG/gaA	4.0000e+00	1844	452346025	251496
gaG/gaA	5.0000e+00	1172	287335327	251496
gaG/gaA	6.0000e+00	713	175073138	251496
gaG/gaA	7.0000e+00	479	117041857	251496
gaG/gaA	8.0000e+00	401	98175009	251496
gaG/gaA	9.0000e+00	314	76221670	251496
gaG/gaA	1.0000e+01	194	47335492	251492
gaG/gaA	1.1000e+01	130	32162358	251490
gaG/gaA	1.2000e+01	92	22439752	251482
gaG/gaA	1.3000e+01	75	18331282	251484
gaG/gaA	1.4000e+01	76	18177835	251464
gaG/gaA	1.5000e+01	67	16446942	251472
gaG/gaA	1.6000e+01	94	23053727	251476
gaG/gaA	1.7000e+01	61	15178688	251476
gaT/gaC	0.0000e+00	16675	4105061919	251496
gaT/gaC	1.0000e+00	6801	1675718306	251496
gaT/gaC	2.0000e+00	2911	717486651	251496
gaT/gaC	3.0000e+00	1518	374898156	251496
gaT/gaC	4.0000e+00	822	202749738	251496
gaT/gaC	5.0000e+00	499	122640114	251496
gaT/gaC	6.0000e+00	349	85877320	251496
gaT/gaC	7.0000e+00	224	55283010	251496
gaT/gaC	8.0000e+00	180	44250701	251494
gaT/gaC	9.0000e+00	154	37823691	251486
gaT/gaC	1.0000e+01	102	25190378	251496
gaT/gaC	1.1000e+01	73	17934189	251488
gaT/gaC	1.2000e+01	62	15393334	251494
gaT/gaC	1.3000e+01	40	9879930	251478
gaT/gaC	1.4000e+01	51	12491259	251462
gaT/gaC	1.5000e+01	76	18780445	251478
gaT/gaC	1.6000e+01	91	22398175	251464
gaT/gaC	1.7000e+01	146	35866153	251484
gcA/gcC	0.0000e+00	4977	1225092978	251496
gcA/gcC	1.0000e+00	1665	409641543	251496
gcA/gcC	2.0000e+00	758	186491856	251496
gcA/gcC	3.0000e+00	361	88714902	251496
gcA/gcC	4.0000e+00	213	52412214	251496
gcA/gcC	5.0000e+00	130	31588756	251494
gcA/gcC	6.0000e+00	83	20339647	251496
gcA/gcC	7.0000e+00	59	14268706	251496
gcA/gcC	8.0000e+00	46	11313517	251486
gcA/gcC	9.0000e+00	34	8289622	251470
gcA/gcC	1.0000e+01	27	6636272	251478
gcA/gcC	1.1000e+01	29	7092881	251488
gcA/gcC	1.2000e+01	9	2157098	251334
gcA/gcC	1.3000e+01	11	2618969	251386
gcA/gcC	1.4000e+01	16	3952048	251356
gcA/gcC	1.5000e+01	13	3190104	251458
gcA/gcC	1.6000e+01	17	4178620	251436
gcA/gcC	1.7000e+01	13	3218496	251430
gcA/gcG	0.0000e+00	12403	3054658871	251496
gcA/gcG	1.0000e+00	4990	1229155496	251496
gcA/gcG	2.0000e+00	2194	539704841	251496
gcA/gcG	3.0000e+00	1097	270489347	251496
gcA/gcG	4.0000e+00	619	152776171	251496
gcA/gcG	5.0000e+00	366	90361943	251496
gcA/gcG	6.0000e+00	232	56953672	251494
gcA/gcG	7.0000e+00	182	44998093	251494
gcA/gcG	8.0000e+00	137	33866670	251494
gcA/gcG	9.0000e+00	98	24187569	251496
gcA/gcG	1.0000e+01	97	23927330	251496
gcA/gcG	1.1000e+01	58	14232244	251494
gcA/gcG	1.2000e+01	36	8705802	251482
gcA/gcG	1.3000e+01	45	11130794	251486
gcA/gcG	1.4000e+01	51	12411507	251424
gcA/gcG	1.5000e+01	64	15586838	251480
gcA/gcG	1.6000e+01	75	18195978	251450
gcA/gcG	1.7000e+01	112	27447005	251490
gcA/gcT	0.0000e+00	2809	690454535	251496
gcA/gcT	1.0000e+00	872	213643779	251496
gcA/gcT	2.0000e+00	390	95972156	251496
gcA/gcT	3.0000e+00	187	45827730	251490
gcA/gcT	4.0000e+00	100	24248114	251472
gcA/gcT	5.0000e+00	44	10894448	251466
gcA/gcT	6.0000e+00	42	10218559	251482
gcA/gcT	7.0000e+00	37	9165766	251496
gcA/gcT	8.0000e+00	28	6852482	251474
gcA/gcT	9.0000e+00	12	2962282	251434
gcA/gcT	1.0000e+01	13	3252246	251492
gcA/gcT	1.1000e+01	10	2503270	251494
gcA/gcT	1.2000e+01	4	1005340	251494
gcA/gcT	1.3000e+01	3	751696	251056
gcA/gcT	1.4000e+01	7	1745802	251488
gcA/gcT	1.5000e+01	6	1409464	251334
gcA/gcT	1.6000e+01	4	998314	251380
gcA/gcT	1.7000e+01	10	2506272	251464
gcC/gcA	0.0000e+00	6380	1562889703	251496
gcC/gcA	1.0000e+00	2284	556408722	251496
gcC/gcA	2.0000e+00	967	236443864	251496
gcC/gcA	3.0000e+00	474	116274376	251496
gcC/gcA	4.0000e+00	274	66842324	251494
gcC/gcA	5.0000e+00	148	36147887	251492
gcC/gcA	6.0000e+00	110	26899422	251494
gcC/gcA	7.0000e+00	64	15531659	251494
gcC/gcA	8.0000e+00	54	13229866	251482
gcC/gcA	9.0000e+00	38	9249632	251496
gcC/gcA	1.0000e+01	24	5809141	251434
gcC/gcA	1.1000e+01	15	3647444	251298
gcC/gcA	1.2000e+01	9	2198272	251444
gcC/gcA	1.3000e+01	7	1718832	251482
gcC/gcA	1.4000e+01	11	2651340	251378
gcC/gcA	1.5000e+01	15	3647694	251470
gcC/gcA	1.6000e+01	20	4871776	251442
gcC/gcA	1.7000e+01	14	3443680	251210
gcC/gcG	0.0000e+00	9373	2293596162	251496
gcC/gcG	1.0000e+00	3287	803688355	251496
gcC/gcG	2.0000e+00	1381	336639227	251496
gcC/gcG	3.0000e+00	682	166766901	251494
gcC/gcG	4.0000e+00	376	91692810	251496
gcC/gcG	5.0000e+00	260	63436401	251496
gcC/gcG	6.0000e+00	175	42835653	251494
gcC/gcG	7.0000e+00	113	27461165	251496
gcC/gcG	8.0000e+00	95	23246350	251494
gcC/gcG	9.0000e+00	75	18241871	251494
gcC/gcG	1.0000e+01	39	9445474	251492
gcC/gcG	1.1000e+01	25	6026304	251474
gcC/gcG	1.2000e+01	16	3944804	251482
gcC/gcG	1.3000e+01	20	4864408	251494
gcC/gcG	1.4000e+01	14	3492676	251430
gcC/gcG	1.5000e+01	17	4166792	251480
gcC/gcG	1.6000e+01	23	5599062	251464
gcC/gcG	1.7000e+01	11	2698514	251456
gcC/gcT	0.0000e+00	24491	5992483016	251496
gcC/gcT	1.0000e+00	13757	3359039993	251496
gcC/gcT	2.0000e+00	9615	2351944641	251496
gcC/gcT	3.0000e+00	6196	1517337180	251496
gcC/gcT	4.0000e+00	3398	832168150	251496
gcC/gcT	5.0000e+00	1951	478080238	251496
gcC/gcT	6.0000e+00	1139	279728099	251496
gcC/gcT	7.0000e+00	763	187306366	251494
gcC/gcT	8.0000e+00	580	141919301	251496
gcC/gcT	9.0000e+00	438	106407772	251494
gcC/gcT	1.0000e+01	255	62615847	251496
gcC/gcT	1.1000e+01	194	47729583	251492
gcC/gcT	1.2000e+01	122	29889484	251484
gcC/gcT	1.3000e+01	103	25302415	251490
gcC/gcT	1.4000e+01	99	24269533	251496
gcC/gcT	1.5000e+01	118	28798594	251480
gcC/gcT	1.6000e+01	129	31497058	251484
gcC/gcT	1.7000e+01	65	16037950	251492
gcG/gcA	0.0000e+00	5589	1343609206	251496
gcG/gcA	1.0000e+00	7466	1812693493	251496
gcG/gcA	2.0000e+00	8666	2118547993	251496
gcG/gcA	3.0000e+00	6533	1601720253	251496
gcG/gcA	4.0000e+00	3623	889025170	251496
gcG/gcA	5.0000e+00	1938	474657500	251494
gcG/gcA	6.0000e+00	1208	295728701	251496
gcG/gcA	7.0000e+00	787	193033089	251496
gcG/gcA	8.0000e+00	579	141681062	251496
gcG/gcA	9.0000e+00	428	104899633	251496
gcG/gcA	1.0000e+01	282	69208839	251490
gcG/gcA	1.1000e+01	197	48360093	251494
gcG/gcA	1.2000e+01	133	32662623	251494
gcG/gcA	1.3000e+01	107	26058851	251492
gcG/gcA	1.4000e+01	105	25763182	251488
gcG/gcA	1.5000e+01	116	27980093	251480
gcG/gcA	1.6000e+01	114	27871868	251478
gcG/gcA	1.7000e+01	71	17571746	251478
gcG/gcC	0.0000e+00	2868	695433080	251496
